Date,Store,Actual_Sales,Predicted_Sales,Set,Residual,Holiday_Flag
2012-08-03,11,1399341.07,,Train,,0
2012-08-10,11,1388973.65,,Train,,0
2012-08-17,11,1421307.2,,Train,,0
2012-08-24,11,1409515.73,,Train,,0
2012-08-31,11,1372872.35,,Train,,0
2012-09-07,11,1304584.4,,Train,,1
2012-09-14,11,1267675.05,,Train,,0
2012-09-21,11,1326132.98,,Train,,0
2012-09-28,11,1227430.73,,Train,,0
2012-10-05,11,1422794.26,,Train,,0
2012-10-12,11,1311965.09,,Train,,0
2012-10-19,11,1232073.18,,Train,,0
2012-10-26,11,1200729.45,,Train,,0
2010-02-26,12,1048617.17,,Train,,0
2010-03-05,12,1077018.27,,Train,,0
2010-03-12,12,985594.23,,Train,,0
2010-03-19,12,972088.34,,Train,,0
2010-03-26,12,981615.81,,Train,,0
2010-04-02,12,1011822.3,,Train,,0
2010-04-09,12,1041238.87,,Train,,0
2010-04-16,12,957997.52,,Train,,0
2010-04-23,12,993833.44,,Train,,0
2010-04-30,12,954220.22,,Train,,0
2010-05-07,12,1043240.27,,Train,,0
2010-05-14,12,966054.97,,Train,,0
2010-05-21,12,958374.56,,Train,,0
2010-05-28,12,955451.16,,Train,,0
2010-06-04,12,1049357.36,,Train,,0
2010-06-11,12,1016039.71,,Train,,0
2010-06-18,12,956211.2,,Train,,0
2010-06-25,12,958007.69,,Train,,0
2010-07-02,12,951957.31,,Train,,0
2010-07-09,12,943506.28,,Train,,0
2010-07-16,12,916402.76,,Train,,0
2010-07-23,12,912403.67,,Train,,0
2010-07-30,12,913548.25,,Train,,0
2010-08-06,12,967576.95,,Train,,0
2010-08-13,12,928264.4,,Train,,0
2010-08-20,12,948447.34,,Train,,0
2010-08-27,12,1004516.46,,Train,,0
2010-09-03,12,1075758.55,,Train,,0
2010-09-10,12,903119.03,,Train,,1
2010-09-17,12,852882.61,,Train,,0
2010-09-24,12,851919.34,,Train,,0
2010-10-01,12,850936.26,,Train,,0
2010-10-08,12,918335.68,,Train,,0
2010-10-15,12,862419.84,,Train,,0
2010-10-22,12,857883.46,,Train,,0
2010-10-29,12,955294.7,,Train,,0
2010-11-05,12,929690.71,,Train,,0
2010-11-12,12,942475.24,,Train,,0
2010-11-19,12,894493.7,,Train,,0
2010-11-26,12,1601377.41,,Train,,1
2010-12-03,12,1069533.17,,Train,,0
2010-12-10,12,1121934.15,,Train,,0
2010-12-17,12,1295605.35,,Train,,0
2010-12-24,12,1768249.89,,Train,,0
2010-12-31,12,891736.91,,Train,,1
2011-01-07,12,910110.24,,Train,,0
2011-01-14,12,812011.8,,Train,,0
2011-01-21,12,802105.5,,Train,,0
2011-01-28,12,873119.06,,Train,,0
2011-02-04,12,1046068.17,,Train,,0
2011-02-11,12,1086421.57,,Train,,1
2011-02-18,12,1128485.1,,Train,,0
2011-02-25,12,1046203.72,,Train,,0
2011-03-04,12,1085248.21,,Train,,0
2011-03-11,12,997672.62,,Train,,0
2011-03-18,12,1009502.01,,Train,,0
2011-03-25,12,954107.32,,Train,,0
2011-04-01,12,1005463.49,,Train,,0
2011-04-08,12,998362.05,,Train,,0
2011-04-15,12,990951.77,,Train,,0
2011-04-22,12,1016019.47,,Train,,0
2011-04-29,12,994966.1,,Train,,0
2011-05-06,12,1021154.48,,Train,,0
2011-05-13,12,977033.5,,Train,,0
2011-05-20,12,924134.99,,Train,,0
2011-05-27,12,964332.51,,Train,,0
2011-06-03,12,970328.68,,Train,,0
2011-06-10,12,996937.95,,Train,,0
2011-06-17,12,986504.93,,Train,,0
2011-06-24,12,997282.75,,Train,,0
2011-07-01,12,961993.34,,Train,,0
2011-07-08,12,943717.38,,Train,,0
2011-07-15,12,936001.98,,Train,,0
2011-07-22,12,922231.92,,Train,,0
2011-07-29,12,890547.07,,Train,,0
2011-08-05,12,988712.52,,Train,,0
2011-08-12,12,955913.68,,Train,,0
2011-08-19,12,966817.24,,Train,,0
2011-08-26,12,1017593.47,,Train,,0
2011-09-02,12,1052051.45,,Train,,0
2011-09-09,12,922850.57,,Train,,1
2011-09-16,12,889290.23,,Train,,0
2011-09-23,12,871692.74,,Train,,0
2011-09-30,12,866401.45,,Train,,0
2011-10-07,12,951244.66,,Train,,0
2011-10-14,12,927600.01,,Train,,0
2011-10-21,12,938604.58,,Train,,0
2011-10-28,12,990926.38,,Train,,0
2011-11-04,12,1051944.79,,Train,,0
2011-11-11,12,1095091.53,,Train,,0
2011-11-18,12,970641.34,,Train,,0
2011-11-25,12,1591920.42,,Train,,1
2011-12-02,12,1071383.1,,Train,,0
2011-12-09,12,1189646.45,,Train,,0
2011-12-16,12,1293404.18,,Train,,0
2011-12-23,12,1617612.03,,Train,,0
2011-12-30,12,1111638.07,,Train,,1
2012-01-06,12,945823.65,,Train,,0
2012-01-13,12,865467.86,,Train,,0
2012-01-20,12,855922.64,,Train,,0
2012-01-27,12,888203.69,,Train,,0
2012-02-03,12,1058767.95,,Train,,0
2012-02-10,12,1199330.85,,Train,,1
2012-02-17,12,1240048.85,,Train,,0
2012-02-24,12,1112034.72,,Train,,0
2012-03-02,12,1147636.96,,Train,,0
2012-03-09,12,1113208.57,,Train,,0
2012-03-16,12,1088498.52,,Train,,0
2012-03-23,12,1045419.87,,Train,,0
2012-03-30,12,1025382.22,,Train,,0
2012-04-06,12,1128765.71,,Train,,0
2012-04-13,12,1083811.19,,Train,,0
2012-04-20,12,1006486.96,,Train,,0
2012-04-27,12,1004252.38,,Train,,0
2012-05-04,12,1073433.69,,Train,,0
2012-05-11,12,1041995.22,,Train,,0
2012-05-18,12,1020486.05,,Train,,0
2012-05-25,12,991514.21,,Train,,0
2012-06-01,12,981345.2,,Train,,0
2012-06-08,12,1086231.47,,Train,,0
2012-06-15,12,1019555.51,,Train,,0
2012-06-22,12,981386.25,,Train,,0
2012-06-29,12,943124.74,,Train,,0
2012-07-06,12,1014898.78,,Train,,0
2012-07-13,12,960312.75,,Train,,0
2012-07-20,12,941550.34,,Train,,0
2012-07-27,12,916967.92,,Train,,0
2012-08-03,12,958667.23,,Train,,0
2012-08-10,12,984689.9,,Train,,0
2012-08-17,12,1005003.12,,Train,,0
2012-08-24,12,1048101.39,,Train,,0
2012-08-31,12,1061943.49,,Train,,0
2012-09-07,12,955146.04,,Train,,1
2012-09-14,12,885892.37,,Train,,0
2012-09-21,12,922735.37,,Train,,0
2012-09-28,12,880415.67,,Train,,0
2012-10-05,12,979825.92,,Train,,0
2012-10-12,12,934917.47,,Train,,0
2012-10-19,12,960945.43,,Train,,0
2012-10-26,12,974697.6,,Train,,0
2010-02-26,13,1817850.32,,Train,,0
2010-03-05,13,1939980.43,,Train,,0
2010-03-12,13,1840686.94,,Train,,0
2010-03-19,13,1879794.89,,Train,,0
2010-03-26,13,1882095.98,,Train,,0
2010-04-02,13,2142482.14,,Train,,0
2010-04-09,13,1898321.33,,Train,,0
2010-04-16,13,1819660.44,,Train,,0
2010-04-23,13,1909330.77,,Train,,0
2010-04-30,13,1785823.37,,Train,,0
2010-05-07,13,2005478.46,,Train,,0
2010-05-14,13,1890273.44,,Train,,0
2010-05-21,13,1853657.6,,Train,,0
2010-05-28,13,1877358.86,,Train,,0
2010-06-04,13,2022705.22,,Train,,0
2010-06-11,13,2037880.96,,Train,,0
2010-06-18,13,2003435.31,,Train,,0
2010-06-25,13,1970340.25,,Train,,0
2010-07-02,13,2018314.71,,Train,,0
2010-07-09,13,1870843.9,,Train,,0
2010-07-16,13,1932231.05,,Train,,0
2010-07-23,13,1907351.2,,Train,,0
2010-07-30,13,1817887.23,,Train,,0
2010-08-06,13,1969121.45,,Train,,0
2010-08-13,13,1877592.55,,Train,,0
2010-08-20,13,1997397.63,,Train,,0
2010-08-27,13,1908278.27,,Train,,0
2010-09-03,13,1911852.58,,Train,,0
2010-09-10,13,1772143.94,,Train,,1
2010-09-17,13,1790279.74,,Train,,0
2010-09-24,13,1705655.09,,Train,,0
2010-10-01,13,1765584.48,,Train,,0
2010-10-08,13,1871924.07,,Train,,0
2010-10-15,13,1851431.06,,Train,,0
2010-10-22,13,1796949.59,,Train,,0
2010-10-29,13,1887895.07,,Train,,0
2010-11-05,13,1854967.66,,Train,,0
2010-11-12,13,1939964.63,,Train,,0
2010-11-19,13,1925393.91,,Train,,0
2010-11-26,13,2766400.05,,Train,,1
2010-12-03,13,2083379.89,,Train,,0
2010-12-10,13,2461468.35,,Train,,0
2010-12-17,13,2771646.81,,Train,,0
2010-12-24,13,3595903.2,,Train,,0
2010-12-31,13,1675292.0,,Train,,1
2011-01-07,13,1744544.39,,Train,,0
2011-01-14,13,1682316.31,,Train,,0
2011-01-21,13,1770177.37,,Train,,0
2011-01-28,13,1633663.12,,Train,,0
2011-02-04,13,1848186.58,,Train,,0
2011-02-11,13,1944438.9,,Train,,1
2011-02-18,13,2003480.59,,Train,,0
2011-02-25,13,1831933.95,,Train,,0
2011-03-04,13,1894960.68,,Train,,0
2011-03-11,13,1852432.58,,Train,,0
2011-03-18,13,1852443.78,,Train,,0
2011-03-25,13,1807545.43,,Train,,0
2011-04-01,13,1864238.64,,Train,,0
2011-04-08,13,1887465.04,,Train,,0
2011-04-15,13,1950994.04,,Train,,0
2011-04-22,13,2124316.34,,Train,,0
2011-04-29,13,1895583.12,,Train,,0
2011-05-06,13,1986380.4,,Train,,0
2011-05-13,13,1958823.56,,Train,,0
2011-05-20,13,1860923.55,,Train,,0
2011-05-27,13,1866369.93,,Train,,0
2011-06-03,13,1935593.87,,Train,,0
2011-06-10,13,1997816.98,,Train,,0
2011-06-17,13,2086433.49,,Train,,0
2011-06-24,13,2009163.08,,Train,,0
2011-07-01,13,2048035.74,,Train,,0
2011-07-08,13,2021699.38,,Train,,0
2011-07-15,13,1956813.31,,Train,,0
2011-07-22,13,1987089.36,,Train,,0
2011-07-29,13,1880785.69,,Train,,0
2011-08-05,13,2076231.8,,Train,,0
2011-08-12,13,1970341.38,,Train,,0
2011-08-19,13,2090340.98,,Train,,0
2011-08-26,13,2035244.54,,Train,,0
2011-09-02,13,1953628.82,,Train,,0
2011-09-09,13,1872921.31,,Train,,1
2011-09-16,13,1923223.82,,Train,,0
2011-09-23,13,1847430.96,,Train,,0
2011-09-30,13,1835662.69,,Train,,0
2011-10-07,13,2067232.56,,Train,,0
2011-10-14,13,1929659.07,,Train,,0
2011-10-21,13,1973544.27,,Train,,0
2011-10-28,13,1948733.81,,Train,,0
2011-11-04,13,2036317.54,,Train,,0
2011-11-11,13,2111592.09,,Train,,0
2011-11-18,13,2016323.51,,Train,,0
2011-11-25,13,2864170.61,,Train,,1
2011-12-02,13,2051315.66,,Train,,0
2011-12-09,13,2462779.06,,Train,,0
2011-12-16,13,2760346.71,,Train,,0
2011-12-23,13,3556766.03,,Train,,0
2011-12-30,13,1969056.91,,Train,,1
2012-01-06,13,1865752.78,,Train,,0
2012-01-13,13,1794962.64,,Train,,0
2012-01-20,13,1811606.21,,Train,,0
2012-01-27,13,1733983.09,,Train,,0
2012-02-03,13,1927780.74,,Train,,0
2012-02-10,13,2069284.57,,Train,,1
2012-02-17,13,2214477.06,,Train,,0
2012-02-24,13,1929768.03,,Train,,0
2012-03-02,13,1969742.76,,Train,,0
2012-03-09,13,1986445.65,,Train,,0
2012-03-16,13,2025582.62,,Train,,0
2012-03-23,13,1904421.74,,Train,,0
2012-03-30,13,1948982.7,,Train,,0
2012-04-06,13,2271614.76,,Train,,0
2012-04-13,13,2057637.86,,Train,,0
2012-04-20,13,1955689.12,,Train,,0
2012-04-27,13,1970121.65,,Train,,0
2012-05-04,13,1995994.51,,Train,,0
2012-05-11,13,2080764.17,,Train,,0
2012-05-18,13,2131900.55,,Train,,0
2012-05-25,13,2043349.41,,Train,,0
2012-06-01,13,2035431.39,,Train,,0
2012-06-08,13,2182437.9,,Train,,0
2012-06-15,13,2152229.11,,Train,,0
2012-06-22,13,2094373.0,,Train,,0
2012-06-29,13,2037663.71,,Train,,0
2012-07-06,13,2184980.35,,Train,,0
2012-07-13,13,2002750.99,,Train,,0
2012-07-20,13,2053089.32,,Train,,0
2012-07-27,13,1914430.53,,Train,,0
2012-08-03,13,2044148.23,,Train,,0
2012-08-10,13,2041019.92,,Train,,0
2012-08-17,13,2095769.18,,Train,,0
2012-08-24,13,2059458.25,,Train,,0
2012-08-31,13,2073855.42,,Train,,0
2012-09-07,13,2165796.31,,Train,,1
2012-09-14,13,1919917.03,,Train,,0
2012-09-21,13,1938379.66,,Train,,0
2012-09-28,13,1927664.11,,Train,,0
2012-10-05,13,2041918.74,,Train,,0
2012-10-12,13,1999079.44,,Train,,0
2012-10-19,13,2018010.15,,Train,,0
2012-10-26,13,2035189.66,,Train,,0
2010-02-26,14,2095591.63,,Train,,0
2010-03-05,14,2237544.75,,Train,,0
2010-03-12,14,2156035.06,,Train,,0
2010-03-19,14,2066219.3,,Train,,0
2010-03-26,14,2050396.27,,Train,,0
2010-04-02,14,2495630.51,,Train,,0
2010-04-09,14,2258781.28,,Train,,0
2010-04-16,14,2121788.61,,Train,,0
2010-04-23,14,2138144.91,,Train,,0
2010-04-30,14,2082355.12,,Train,,0
2010-05-07,14,2370116.52,,Train,,0
2010-05-14,14,2129771.13,,Train,,0
2010-05-21,14,2108187.1,,Train,,0
2010-05-28,14,2227152.16,,Train,,0
2010-06-04,14,2363601.47,,Train,,0
2010-06-11,14,2249570.04,,Train,,0
2010-06-18,14,2248645.59,,Train,,0
2010-06-25,14,2246179.91,,Train,,0
2010-07-02,14,2334788.42,,Train,,0
2010-07-09,14,2236209.13,,Train,,0
2010-07-16,14,2130287.27,,Train,,0
2010-07-23,14,2044155.39,,Train,,0
2010-07-30,14,2054843.28,,Train,,0
2010-08-06,14,2219813.5,,Train,,0
2010-08-13,14,2052984.81,,Train,,0
2010-08-20,14,2057138.31,,Train,,0
2010-08-27,14,2020332.07,,Train,,0
2010-09-03,14,2182563.66,,Train,,0
2010-09-10,14,2191767.76,,Train,,1
2010-09-17,14,1953539.85,,Train,,0
2010-09-24,14,1879891.13,,Train,,0
2010-10-01,14,1855703.66,,Train,,0
2010-10-08,14,2091663.2,,Train,,0
2010-10-15,14,1932162.63,,Train,,0
2010-10-22,14,1936621.09,,Train,,0
2010-10-29,14,1984768.34,,Train,,0
2010-11-05,14,2078417.47,,Train,,0
2010-11-12,14,2092189.06,,Train,,0
2010-11-19,14,1968462.58,,Train,,0
2010-11-26,14,2921709.71,,Train,,1
2010-12-03,14,2258489.63,,Train,,0
2010-12-10,14,2600519.26,,Train,,0
2010-12-17,14,2762861.41,,Train,,0
2010-12-24,14,3818686.45,,Train,,0
2010-12-31,14,1623716.46,,Train,,1
2011-01-07,14,1864746.1,,Train,,0
2011-01-14,14,1699095.9,,Train,,0
2011-01-21,14,1743188.87,,Train,,0
2011-01-28,14,1613718.38,,Train,,0
2011-02-04,14,1995891.87,,Train,,0
2011-02-11,14,1980405.03,,Train,,1
2011-02-18,14,2019031.67,,Train,,0
2011-02-25,14,1875708.88,,Train,,0
2011-03-04,14,2041215.61,,Train,,0
2011-03-11,14,1931104.67,,Train,,0
2011-03-18,14,1932491.42,,Train,,0
2011-03-25,14,1879451.23,,Train,,0
2011-04-01,14,1869110.55,,Train,,0
2011-04-08,14,2037798.88,,Train,,0
2011-04-15,14,1974960.86,,Train,,0
2011-04-22,14,2256461.39,,Train,,0
2011-04-29,14,1930617.64,,Train,,0
2011-05-06,14,2095599.93,,Train,,0
2011-05-13,14,2004330.3,,Train,,0
2011-05-20,14,1959967.8,,Train,,0
2011-05-27,14,2080694.24,,Train,,0
2011-06-03,14,2079899.47,,Train,,0
2011-06-10,14,2132446.0,,Train,,0
2011-06-17,14,2082083.34,,Train,,0
2011-06-24,14,2069523.52,,Train,,0
2011-07-01,14,2074668.19,,Train,,0
2011-07-08,14,2063401.06,,Train,,0
2011-07-15,14,1953544.76,,Train,,0
2011-07-22,14,1882070.88,,Train,,0
2011-07-29,14,1871021.01,,Train,,0
2011-08-05,14,2066020.69,,Train,,0
2011-08-12,14,1928773.82,,Train,,0
2011-08-19,14,1896873.99,,Train,,0
2011-08-26,14,2273470.62,,Train,,0
2011-09-02,14,1750891.47,,Train,,0
2011-09-09,14,2202742.9,,Train,,1
2011-09-16,14,1864637.89,,Train,,0
2011-09-23,14,1871555.64,,Train,,0
2011-09-30,14,1809989.29,,Train,,0
2011-10-07,14,2078796.76,,Train,,0
2011-10-14,14,1890870.75,,Train,,0
2011-10-21,14,2009004.59,,Train,,0
2011-10-28,14,2056846.12,,Train,,0
2011-11-04,14,2174056.71,,Train,,0
2011-11-11,14,2081534.65,,Train,,0
2011-11-18,14,1969360.72,,Train,,0
2011-11-25,14,2685351.81,,Train,,1
2011-12-02,14,2143080.57,,Train,,0
2011-12-09,14,2470581.29,,Train,,0
2011-12-16,14,2594363.09,,Train,,0
2011-12-23,14,3369068.99,,Train,,0
2011-12-30,14,1914148.89,,Train,,1
2012-01-06,14,1859144.96,,Train,,0
2012-01-13,14,1696248.27,,Train,,0
2012-01-20,14,1789113.32,,Train,,0
2012-01-27,14,1595362.27,,Train,,0
2012-02-03,14,1877410.36,,Train,,0
2012-02-10,14,2077256.24,,Train,,1
2012-02-17,14,2020550.99,,Train,,0
2012-02-24,14,1875040.16,,Train,,0
2012-03-02,14,1926004.99,,Train,,0
2012-03-09,14,2020839.31,,Train,,0
2012-03-16,14,1941040.5,,Train,,0
2012-03-23,14,1893447.71,,Train,,0
2012-03-30,14,1905033.01,,Train,,0
2012-04-06,14,2376022.26,,Train,,0
2012-04-13,14,1912909.69,,Train,,0
2012-04-20,14,1875686.44,,Train,,0
2012-04-27,14,1784029.95,,Train,,0
2012-05-04,14,1949354.29,,Train,,0
2012-05-11,14,1987531.05,,Train,,0
2012-05-18,14,1932233.17,,Train,,0
2012-05-25,14,2030869.61,,Train,,0
2012-06-01,14,2049485.49,,Train,,0
2012-06-08,14,2099615.88,,Train,,0
2012-06-15,14,1905733.68,,Train,,0
2012-06-22,14,1660228.88,,Train,,0
2012-06-29,14,1591835.02,,Train,,0
2012-07-06,14,1862128.95,,Train,,0
2012-07-13,14,1544422.35,,Train,,0
2012-07-20,14,1553250.16,,Train,,0
2012-07-27,14,1479514.66,,Train,,0
2012-08-03,14,1656886.46,,Train,,0
2012-08-10,14,1648570.03,,Train,,0
2012-08-17,14,1660433.3,,Train,,0
2012-08-24,14,1621841.33,,Train,,0
2012-08-31,14,1613342.19,,Train,,0
2012-09-07,14,1904512.34,,Train,,1
2012-09-14,14,1554794.22,,Train,,0
2012-09-21,14,1565352.46,,Train,,0
2012-09-28,14,1522512.2,,Train,,0
2012-10-05,14,1687592.16,,Train,,0
2012-10-12,14,1639585.61,,Train,,0
2012-10-19,14,1590274.72,,Train,,0
2012-10-26,14,1704357.62,,Train,,0
2010-02-26,15,564883.2,,Train,,0
2010-03-05,15,605325.43,,Train,,0
2010-03-12,15,604173.59,,Train,,0
2010-03-19,15,593710.67,,Train,,0
2010-03-26,15,592111.49,,Train,,0
2010-04-02,15,718470.71,,Train,,0
2010-04-09,15,634605.77,,Train,,0
2010-04-16,15,641208.65,,Train,,0
2010-04-23,15,643097.6,,Train,,0
2010-04-30,15,570791.11,,Train,,0
2010-05-07,15,661348.88,,Train,,0
2010-05-14,15,594385.2,,Train,,0
2010-05-21,15,616598.1,,Train,,0
2010-05-28,15,744772.88,,Train,,0
2010-06-04,15,693192.5,,Train,,0
2010-06-11,15,619337.29,,Train,,0
2010-06-18,15,652329.53,,Train,,0
2010-06-25,15,672194.03,,Train,,0
2010-07-02,15,709337.11,,Train,,0
2010-07-09,15,691497.62,,Train,,0
2010-07-16,15,633203.69,,Train,,0
2010-07-23,15,598553.43,,Train,,0
2010-07-30,15,619224.06,,Train,,0
2010-08-06,15,639651.24,,Train,,0
2010-08-13,15,622437.08,,Train,,0
2010-08-20,15,637090.44,,Train,,0
2010-08-27,15,649791.15,,Train,,0
2010-09-03,15,638647.21,,Train,,0
2010-09-10,15,641965.2,,Train,,1
2010-09-17,15,583210.87,,Train,,0
2010-09-24,15,548542.47,,Train,,0
2010-10-01,15,566945.95,,Train,,0
2010-10-08,15,591603.79,,Train,,0
2010-10-15,15,577011.26,,Train,,0
2010-10-22,15,600395.73,,Train,,0
2010-10-29,15,598301.5,,Train,,0
2010-11-05,15,612987.64,,Train,,0
2010-11-12,15,619639.74,,Train,,0
2010-11-19,15,608200.81,,Train,,0
2010-11-26,15,1120018.92,,Train,,1
2010-12-03,15,754134.95,,Train,,0
2010-12-10,15,847294.04,,Train,,0
2010-12-17,15,983825.15,,Train,,0
2010-12-24,15,1368318.17,,Train,,0
2010-12-31,15,543754.17,,Train,,1
2011-01-07,15,509640.77,,Train,,0
2011-01-14,15,479424.2,,Train,,0
2011-01-21,15,487311.03,,Train,,0
2011-01-28,15,481119.6,,Train,,0
2011-02-04,15,556550.85,,Train,,0
2011-02-11,15,582864.35,,Train,,1
2011-02-18,15,649993.5,,Train,,0
2011-02-25,15,547564.09,,Train,,0
2011-03-04,15,573374.49,,Train,,0
2011-03-11,15,537035.28,,Train,,0
2011-03-18,15,551553.99,,Train,,0
2011-03-25,15,527389.28,,Train,,0
2011-04-01,15,542556.05,,Train,,0
2011-04-08,15,587370.81,,Train,,0
2011-04-15,15,607691.36,,Train,,0
2011-04-22,15,655318.26,,Train,,0
2011-04-29,15,560764.41,,Train,,0
2011-05-06,15,630522.67,,Train,,0
2011-05-13,15,630482.91,,Train,,0
2011-05-20,15,593941.9,,Train,,0
2011-05-27,15,636193.24,,Train,,0
2011-06-03,15,695396.19,,Train,,0
2011-06-10,15,642679.81,,Train,,0
2011-06-17,15,639928.85,,Train,,0
2011-06-24,15,656594.95,,Train,,0
2011-07-01,15,674669.16,,Train,,0
2011-07-08,15,635118.48,,Train,,0
2011-07-15,15,624114.56,,Train,,0
2011-07-22,15,607475.44,,Train,,0
2011-07-29,15,577511.02,,Train,,0
2011-08-05,15,607961.21,,Train,,0
2011-08-12,15,590836.37,,Train,,0
2011-08-19,15,599488.98,,Train,,0
2011-08-26,15,605413.17,,Train,,0
2011-09-02,15,649159.68,,Train,,0
2011-09-09,15,607593.51,,Train,,1
2011-09-16,15,545052.34,,Train,,0
2011-09-23,15,545570.86,,Train,,0
2011-09-30,15,521297.31,,Train,,0
2011-10-07,15,579068.88,,Train,,0
2011-10-14,15,537300.94,,Train,,0
2011-10-21,15,603318.89,,Train,,0
2011-10-28,15,589842.69,,Train,,0
2011-11-04,15,615121.78,,Train,,0
2011-11-11,15,618949.82,,Train,,0
2011-11-18,15,597856.51,,Train,,0
2011-11-25,15,1066478.1,,Train,,1
2011-12-02,15,699028.66,,Train,,0
2011-12-09,15,764565.55,,Train,,0
2011-12-16,15,870415.49,,Train,,0
2011-12-23,15,1182691.87,,Train,,0
2011-12-30,15,603460.79,,Train,,1
2012-01-06,15,516087.65,,Train,,0
2012-01-13,15,454183.42,,Train,,0
2012-01-20,15,492721.85,,Train,,0
2012-01-27,15,466045.63,,Train,,0
2012-02-03,15,523831.64,,Train,,0
2012-02-10,15,628218.22,,Train,,1
2012-02-17,15,598502.83,,Train,,0
2012-02-24,15,561137.06,,Train,,0
2012-03-02,15,541292.64,,Train,,0
2012-03-09,15,545120.67,,Train,,0
2012-03-16,15,570611.23,,Train,,0
2012-03-23,15,565481.88,,Train,,0
2012-03-30,15,557547.25,,Train,,0
2012-04-06,15,659950.36,,Train,,0
2012-04-13,15,558585.13,,Train,,0
2012-04-20,15,534780.57,,Train,,0
2012-04-27,15,527402.62,,Train,,0
2012-05-04,15,577868.38,,Train,,0
2012-05-11,15,579539.95,,Train,,0
2012-05-18,15,600050.98,,Train,,0
2012-05-25,15,693780.42,,Train,,0
2012-06-01,15,663971.26,,Train,,0
2012-06-08,15,611390.67,,Train,,0
2012-06-15,15,636737.65,,Train,,0
2012-06-22,15,687085.6,,Train,,0
2012-06-29,15,624099.48,,Train,,0
2012-07-06,15,678024.75,,Train,,0
2012-07-13,15,591335.5,,Train,,0
2012-07-20,15,592369.22,,Train,,0
2012-07-27,15,571190.83,,Train,,0
2012-08-03,15,590739.62,,Train,,0
2012-08-10,15,590453.63,,Train,,0
2012-08-17,15,579738.2,,Train,,0
2012-08-24,15,606210.77,,Train,,0
2012-08-31,15,610185.32,,Train,,0
2012-09-07,15,587259.82,,Train,,1
2012-09-14,15,527509.76,,Train,,0
2012-09-21,15,533161.64,,Train,,0
2012-09-28,15,553901.97,,Train,,0
2012-10-05,15,573498.64,,Train,,0
2012-10-12,15,551799.63,,Train,,0
2012-10-19,15,555652.77,,Train,,0
2012-10-26,15,558473.6,,Train,,0
2010-02-26,16,443242.17,,Train,,0
2010-03-05,16,444181.85,,Train,,0
2010-03-12,16,445393.74,,Train,,0
2010-03-19,16,504307.35,,Train,,0
2010-03-26,16,483177.2,,Train,,0
2010-04-02,16,490503.69,,Train,,0
2010-04-09,16,424083.99,,Train,,0
2010-04-16,16,436312.41,,Train,,0
2010-04-23,16,370230.94,,Train,,0
2010-04-30,16,383550.93,,Train,,0
2010-05-07,16,403217.22,,Train,,0
2010-05-14,16,401770.9,,Train,,0
2010-05-21,16,435300.51,,Train,,0
2010-05-28,16,479430.0,,Train,,0
2010-06-04,16,516295.81,,Train,,0
2010-06-11,16,535587.31,,Train,,0
2010-06-18,16,540149.85,,Train,,0
2010-06-25,16,546554.96,,Train,,0
2010-07-02,16,610641.42,,Train,,0
2010-07-09,16,614253.33,,Train,,0
2010-07-16,16,586583.69,,Train,,0
2010-07-23,16,588344.18,,Train,,0
2010-07-30,16,562633.67,,Train,,0
2010-08-06,16,586936.45,,Train,,0
2010-08-13,16,543757.97,,Train,,0
2010-08-20,16,521516.96,,Train,,0
2010-08-27,16,581010.52,,Train,,0
2010-09-03,16,542087.89,,Train,,0
2010-09-10,16,537518.57,,Train,,1
2010-09-17,16,522049.52,,Train,,0
2010-09-24,16,511330.32,,Train,,0
2010-10-01,16,463977.54,,Train,,0
2010-10-08,16,442894.2,,Train,,0
2010-10-15,16,452169.28,,Train,,0
2010-10-22,16,541216.92,,Train,,0
2010-10-29,16,495022.51,,Train,,0
2010-11-05,16,446905.02,,Train,,0
2010-11-12,16,453632.76,,Train,,0
2010-11-19,16,458634.68,,Train,,0
2010-11-26,16,651837.77,,Train,,1
2010-12-03,16,512260.59,,Train,,0
2010-12-10,16,570103.64,,Train,,0
2010-12-17,16,648652.01,,Train,,0
2010-12-24,16,1004730.69,,Train,,0
2010-12-31,16,575317.38,,Train,,1
2011-01-07,16,573545.96,,Train,,0
2011-01-14,16,470365.59,,Train,,0
2011-01-21,16,462888.13,,Train,,0
2011-01-28,16,448391.99,,Train,,0
2011-02-04,16,479263.15,,Train,,0
2011-02-11,16,466806.89,,Train,,1
2011-02-18,16,491179.79,,Train,,0
2011-02-25,16,475201.64,,Train,,0
2011-03-04,16,484829.07,,Train,,0
2011-03-11,16,457504.35,,Train,,0
2011-03-18,16,497373.49,,Train,,0
2011-03-25,16,465279.68,,Train,,0
2011-04-01,16,459756.11,,Train,,0
2011-04-08,16,439276.5,,Train,,0
2011-04-15,16,427855.24,,Train,,0
2011-04-22,16,368600.0,,Train,,0
2011-04-29,16,378100.31,,Train,,0
2011-05-06,16,423805.22,,Train,,0
2011-05-13,16,410406.95,,Train,,0
2011-05-20,16,435397.19,,Train,,0
2011-05-27,16,444718.68,,Train,,0
2011-06-03,16,531080.31,,Train,,0
2011-06-10,16,600952.06,,Train,,0
2011-06-17,16,581546.23,,Train,,0
2011-06-24,16,569105.03,,Train,,0
2011-07-01,16,608737.56,,Train,,0
2011-07-08,16,634634.66,,Train,,0
2011-07-15,16,586841.77,,Train,,0
2011-07-22,16,581758.22,,Train,,0
2011-07-29,16,582381.95,,Train,,0
